file_name,threshold,graph_length,bschema_length,iterations,runtime
TUC_building.ttl,0,1855,102,1,5.6189093589782715
bldg_brick_anon.ttl,0,173518,2735,1,1292.3637692928314
bldg_223p_anon.ttl,0,144225,360,1,489.2267475128174
bldg11.ttl,0,8618,136,1,32.641331911087036
dflexlibs_multizone.ttl,0,629,104,1,1.9779932498931885
b59.ttl,0,38982,546,1,112.51945304870605
